#Mother	Infant
-.154227314645916	-1.29612297793049
-.139015927360804	-1.22917541392921
-.433414019679904	-1.24989993270546
-.453040989682139	-1.23332368688834
-.399618294120634	-1.13693628038645
.128836476829277	-1.11188482593832
.690646258424973	-.987846576742034
.992989845464266	-.883430796341905
1.11538859358547	-.672485475326324
1.10650663389	-.474007039100863
1.09413447231599	-.334108559228717
1.09703384151665	-.177010352870912
.697597747042864	-.0519214221902919
.492072455534538	.127233680717212
.946217005426774	.301069119147914
1.05728728392381	.332203232254118
1.09719215190383	.461549757069029
1.02697645913423	.674167579362323
.890394690653987	.885142618179724
.591372537464046	.646150039161224
.801742126820209	.459893271373134
.877699209631688	.44018141190363
.808781324693709	.368254188295879
.733271269934442	.435918835143884
.723664600466536	.242230956025485
-.00485117536726702	.0540648936166319
-1.03074060411265	-.072587395117451
-1.10922785798895	-.0198095874724916
-1.21954880065331	.00742135039338987
-.979997281734302	.0791589376490043
-.466972641097639	.126549400154731
-.183163851060655	.0295488341370332
-.171323920815733	.20508239877636
-.333819774400815	.321476944622931
-.488102716419897	.329220063213872
-.941966693077981	.436912157118512
-.809406153007911	1.00095069714685
-.93702981859277	1.01521037802924
-.804481181921673	.966240423254292
-.88036829009626	.934197514855285
-1.12565488591843	.95817266288817
-.956242386458201	.982139328594392
-.228462500917337	.95632298182196
-.163309704448014	.950352669504496
-.115651723807353	.928698179277256
-.00404294903440043	.926231067873417
.152303907429715	.991258838150296
.208955797546486	1.19901907516076
.33910038135162	1.16722173901632
.439870942685741	1.38222434075951
.437298218174378	1.66487729396101
.322111243115874	1.68223800670244
-1.53738343256579	1.51695797344577
-2.53415897870927	1.44638382923389
-1.095129462604	1.21852771469207
-1.82766458736393	1.04626536229786
-2.1828890484478	.937207495165837
-2.27489962378203	.898504358774766
-2.2973129529825	.956576146648648
-2.23174368212474	.943224608572394
-1.57776053296105	.916990966918109
-1.07574051238938	.926206154746141
-.874657260950553	.890158639088622
-.753631210871532	.832580783621449
-1.40892383030633	.801090768697034
-2.38064710706917	.759000218117198
-2.54729416261519	.715090534710547
-2.38667919064393	.712743065634596
-1.38808097870024	.727553207995817
-.994341455802555	.749074887527895
-.370998089328871	.753078664348832
.123883699017498	.840072338943886
.281602530645311	.856269312056737
.49285075469832	.965579572894844
.696460611001464	.914010585775439
.638245375691313	.674947538196933
.658525876031631	.274550103552393
.841848533320539	.058013387021806
.994938870422832	-.0340352797312409
1.16263405157337	.152404836810198
1.16605524265301	.243204466132231
1.25767512626459	.18260624988481
1.31490984920407	.0430378096320855
1.03451747924875	-.219232409172576
1.19485640802433	-.53042423942188
1.12161874586382	-.607623792564611
1.01226660493875	-.61738712850966
.833027825528307	-.689457187380451
.648479792831504	-.838612792178208
.420071879413299	-.967357842920343
.672599163437368	-.982243436467024
.86256102584068	-.813048779794888
.686491442071641	-.609511080589615
.535804579532525	-.600527762796147
.549714785553108	-.741122327307743
.486374390009577	-.957834503434708
.473984397433049	-1.27003756938349
.381870450476135	-1.72721255493999
.446418294041249	-1.90754990437062
.459348951529137	-1.92294325117795
.238924508047288	-1.93593325232387
-.0218497592151561	-1.71058677945316
.00144196372267095	-1.44980209483771
-.0130767132107242	-1.39907392576383
-.0312342640301184	-1.43273832284661
-.0581689571653313	-1.38748303398227
-.0554826925406636	-1.46366126754067
-.0550859286387806	-1.59261920688707
-.0464729761217845	-1.56795325342503
-.212427273124185	-1.34392100733504
-.0687143566277465	-1.34627636556796
.121471067993572	-1.37319642319564
-.204021015660653	-1.38613102229185
-.248774325991801	-1.38189359592726
-.238837975744983	-1.42245780224273
-.243621937335664	-1.34888204141302
-.561984029579265	-1.3590349118981
-1.83152663793274	-1.336818274749
-1.97658179519139	-1.33294072443959
-1.33329358495174	-1.3204322584537
-.279450108030127	-1.28923598116325
.617037904179765	-.97411493552393
.929110568109625	-.605147071811679
1.06017364131182	-.382775582239399
1.10862404134258	.0508350252993954
.734825506858971	.841498556163398
1.0900844733423	1.16050676146122
1.01235894061663	1.25239183201183
.531300612873211	1.33501099872531
.771224799744763	1.36832957787473
.878244838308613	1.3710779703489
.945377454359762	1.22305270972578
1.01866354937846	1.03562775353638
1.20305659692908	.922160381510657
1.1732192093522	.928633286512402
